"ano";"quilometragem";"estado_conservacao";"preco"
2006;84825;"Regular";30690
2016;99318;"Excelente";36126
2020;189129;"Bom";14935
2021;150837;"Excelente";39587
2018;227937;"Bom";18067
2024;26475;"Regular";42642
2022;239909;"Regular";19140
2012;157443;"Bom";25570
2024;150027;"Regular";27893
2008;206707;"Excelente";15410
2013;37982;"Bom";40606
2008;175679;"Ruim";17220
2021;60943;"Regular";36501
2023;8204;"Bom";43679
2011;244097;"Regular";13002
2011;121081;"Regular";28279
2013;140042;"Excelente";27035
2017;194766;"Bom";20970
2009;86478;"Bom";33265
2020;170527;"Regular";23894
2017;175533;"Bom";20111
2006;80791;"Ruim";18639
2024;24122;"Excelente";60711
2019;203160;"Bom";15771
2021;87679;"Excelente";52505
2021;213345;"Bom";21554
2010;55181;"Excelente";61130
2007;209610;"Bom";19214
2005;6400;"Regular";36940
2012;56318;"Excelente";52587
2008;172187;"Bom";22974
2007;188702;"Regular";13256
2021;77384;"Bom";35484
2021;174453;"Bom";26774
2009;149320;"Bom";29152
2005;144460;"Excelente";26234
2005;202168;"Regular";15367
2018;168323;"Regular";17760
2020;123217;"Excelente";39275
2008;152268;"Bom";24281
2011;211728;"Bom";17764
2005;248187;"Bom";10000
2014;48693;"Bom";41033
2022;171601;"Excelente";37916
2020;130061;"Excelente";29833
2007;65217;"Bom";30174
2005;43465;"Bom";29783
2007;213221;"Regular";12687
2023;226135;"Regular";10359
2010;177427;"Excelente";24750
2022;197516;"Bom";22917
2009;113109;"Bom";24327
2015;32092;"Bom";29360
2013;151121;"Regular";28967
2006;186480;"Bom";10170
2014;42322;"Ruim";26799
2023;167483;"Bom";33875
2012;47248;"Bom";42915
2012;187016;"Regular";23989
2008;249932;"Excelente";10000
2018;246242;"Excelente";15823
2024;137465;"Bom";36464
2005;56689;"Excelente";36770
2011;175320;"Regular";16539
2005;153765;"Bom";19039
2013;111826;"Regular";24938
2017;198986;"Regular";19891
2024;46543;"Excelente";59037
2015;112821;"Regular";25160
2024;26591;"Bom";38492
2012;90811;"Excelente";36565
2005;78131;"Bom";33262
2014;160941;"Bom";23057
2023;86976;"Ruim";21798
2011;199769;"Bom";20164
2017;156336;"Excelente";23954
2020;33882;"Bom";47437
2023;216264;"Excelente";20452
2017;111179;"Bom";40880
2021;107776;"Bom";38433
2019;101996;"Bom";38524
2021;243092;"Excelente";19997
2007;132481;"Bom";23380
2016;105509;"Ruim";16729
2011;235881;"Bom";10000
2012;196988;"Excelente";21716
2024;54463;"Regular";58899
2007;51193;"Bom";37917
2024;114494;"Bom";31740
2013;73195;"Excelente";63829
2013;20154;"Bom";46904
2024;80874;"Regular";41019
2014;69383;"Bom";33051
2006;133654;"Bom";14397
2020;112250;"Excelente";37125
2009;25513;"Bom";50679
2010;88227;"Ruim";22197
2010;12442;"Excelente";39660
2017;72587;"Ruim";17090
2017;232731;"Excelente";14430
2011;161344;"Ruim";15767
2024;234009;"Bom";10000
2009;121391;"Bom";26526
2020;203810;"Regular";21043
2008;64371;"Bom";40982
2005;141339;"Regular";13293
2016;36327;"Bom";37542
2016;26489;"Bom";67227
2020;190491;"Excelente";24944
2012;8922;"Excelente";36529
2009;37334;"Regular";28536
2013;83998;"Regular";24185
2019;200901;"Bom";21882
2016;227914;"Excelente";15197
2014;118031;"Ruim";21322
2024;27902;"Excelente";55885
2010;166258;"Excelente";18460
2009;197448;"Regular";13661
2017;19159;"Bom";44141
2008;217071;"Regular";14562
2008;124445;"Bom";22524
2024;36301;"Regular";43070
2007;146408;"Excelente";19660
2021;237483;"Regular";10000
2017;241311;"Bom";15312
2012;195492;"Ruim";12587
2008;212218;"Ruim";10000
2005;228358;"Regular";10000
2013;88332;"Excelente";34723
2012;184066;"Bom";18352
2024;246217;"Ruim";13323
2014;122230;"Bom";28366
2019;28111;"Excelente";53572
2012;217041;"Excelente";13854
2006;165522;"Excelente";19124
2013;117986;"Excelente";28962
2024;159578;"Regular";21611
2011;187593;"Excelente";28291
2009;214402;"Ruim";14440
2015;123822;"Excelente";27777
2023;176007;"Bom";31802
2022;240024;"Bom";10000
2014;121059;"Bom";30280
2019;94589;"Ruim";26762
2008;85756;"Bom";35300
2010;70190;"Ruim";16576
2017;27571;"Bom";35310
2006;158331;"Ruim";10000
2016;220978;"Excelente";23619
2012;197547;"Regular";15566
2007;125402;"Regular";18329
2007;135499;"Excelente";31597
2008;71483;"Bom";27033
2014;220908;"Bom";20014
2013;206462;"Excelente";28759
2007;31741;"Bom";36000
2023;198404;"Bom";21439
2022;154296;"Excelente";31220
2017;154450;"Bom";23483
2022;69703;"Bom";42351
2021;16805;"Bom";50002
2012;74239;"Excelente";33377
2022;172458;"Regular";10000
2016;15100;"Excelente";46595
2008;248792;"Bom";14337
2015;107907;"Bom";27384
2012;21829;"Regular";33611
2013;92662;"Bom";38141
2024;73325;"Regular";40692
2019;184272;"Regular";24026
2016;218758;"Ruim";13703
2019;198807;"Regular";21507
2018;143515;"Regular";16338
2017;243282;"Bom";10029
2016;169883;"Regular";10836
2020;155059;"Excelente";28564
2006;159398;"Regular";19232
2012;150263;"Excelente";34678
2020;92304;"Bom";47467
2007;224920;"Regular";10000
2022;181954;"Bom";19681
2023;94958;"Ruim";29709
2015;150856;"Ruim";10000
2013;59003;"Excelente";38599
2005;40340;"Bom";28824
2021;221002;"Ruim";20861
2014;15259;"Excelente";76696
2007;156082;"Regular";17763
2024;124611;"Bom";32366
2010;17692;"Excelente";40332
2017;8384;"Bom";47330
2011;186105;"Regular";12676
2013;77192;"Bom";34517
2008;143742;"Bom";21916
2006;118060;"Bom";37005
2015;43183;"Ruim";30613
2022;248426;"Bom";12202
2020;164227;"Excelente";32389
2018;6304;"Regular";41268
2009;35533;"Bom";34405
2018;210353;"Regular";21491
2011;14110;"Regular";32839
2014;63317;"Bom";39545
2024;22117;"Excelente";54133
2021;11103;"Bom";50975
2008;246020;"Excelente";10000
2012;30663;"Bom";46551
2019;171453;"Bom";31392
2008;181206;"Ruim";13898
2022;38596;"Bom";46067
2018;107750;"Excelente";45960
2013;37607;"Regular";32164
2009;132462;"Ruim";13453
2010;122625;"Ruim";13119
2023;89408;"Bom";29866
2019;246179;"Bom";10094
2015;114484;"Bom";38436
2012;197413;"Regular";12588
2006;21694;"Regular";40923
2015;175895;"Bom";22889
2024;203810;"Ruim";10398
2013;98027;"Regular";29244
2022;221610;"Ruim";11503
2006;55406;"Regular";27989
2006;189997;"Bom";15567
2018;120244;"Excelente";47575
2023;31229;"Bom";62074
2023;233777;"Excelente";16164
2009;96709;"Bom";26837
2019;159716;"Excelente";29275
2009;182512;"Regular";25140
2012;17879;"Bom";44832
2021;175774;"Bom";16275
2023;73335;"Regular";32533
2023;8029;"Excelente";63054
2013;137359;"Bom";32018
2013;20925;"Excelente";40227
2020;66642;"Excelente";52168
2015;60052;"Ruim";23052
2010;20549;"Excelente";48684
2005;12645;"Regular";29333
2018;201864;"Bom";16441
2015;201296;"Excelente";27602
2018;156976;"Ruim";16866
2007;90318;"Excelente";30656
2021;73451;"Bom";40789
2009;207780;"Excelente";15323
2009;237785;"Bom";16684
2019;111559;"Regular";36199
2010;97528;"Bom";28090
2017;226804;"Excelente";20206
2016;71785;"Excelente";64381
2013;5658;"Regular";28366
2006;9565;"Bom";52356
2012;61727;"Ruim";23514
2019;100885;"Excelente";33871
2007;205629;"Ruim";18108
2016;126578;"Bom";40825
2014;157232;"Ruim";10000
2008;22144;"Bom";58593
2012;102238;"Bom";29310
2006;85432;"Excelente";27153
2018;233516;"Excelente";14252
2024;232003;"Bom";12480
2016;91192;"Ruim";38184
2015;237857;"Bom";15923
2022;248917;"Bom";10000
2008;133296;"Bom";24515
2007;124599;"Ruim";14165
2011;243721;"Excelente";14409
2010;55134;"Bom";35653
2017;125472;"Ruim";25553
2021;112000;"Regular";30581
2008;206613;"Excelente";23083
2019;191119;"Bom";32731
2020;231738;"Ruim";15300
2015;225616;"Bom";10000
2024;14436;"Excelente";47228
2008;209582;"Bom";19355
2006;27127;"Ruim";24708
2018;50861;"Excelente";41124
2007;91780;"Bom";39480
2007;11475;"Bom";33516
2017;62688;"Bom";38628
2005;179541;"Regular";16521
2019;171709;"Excelente";29392
2013;138779;"Excelente";27439
2017;204934;"Regular";10000
2019;239745;"Excelente";15138
2005;18528;"Bom";37089
2020;161055;"Excelente";28919
2013;181760;"Bom";19562
2017;230762;"Bom";19575
2009;237215;"Excelente";18395
2008;105280;"Bom";26527
2011;239517;"Bom";11346
2013;123918;"Excelente";29501
2006;192166;"Bom";17406
2023;109339;"Bom";46888
2019;213991;"Excelente";16198
2017;234973;"Regular";11085
2022;223017;"Bom";25921
2007;193585;"Bom";15757
2006;177378;"Regular";14161
2013;67483;"Ruim";22323
2005;61278;"Regular";31918
2005;137171;"Excelente";20109
2011;79596;"Bom";24570
2015;53113;"Excelente";42462
2013;143847;"Excelente";24069
2016;6044;"Bom";49112
2021;98811;"Bom";45705
2013;64560;"Bom";31540
2006;106711;"Ruim";17398
2020;84484;"Excelente";50234
2012;19672;"Regular";25915
2023;74917;"Bom";32707
2005;93386;"Excelente";28091
2006;201295;"Bom";12669
2013;172433;"Bom";19409
2013;20132;"Bom";54140
2014;173118;"Bom";25194
2014;96828;"Bom";28862
2006;16155;"Excelente";65528
2023;157549;"Bom";31038
2011;56959;"Regular";44558
2021;139614;"Excelente";43524
2019;67782;"Excelente";35690
2013;71036;"Bom";33562
2009;90291;"Excelente";34206
2019;222514;"Ruim";12679
2013;196386;"Ruim";10042
2023;249077;"Ruim";10000
2010;221768;"Excelente";10000
2016;130248;"Excelente";30019
2023;16514;"Bom";74232
2011;141684;"Excelente";35867
2023;118813;"Excelente";48807
2024;228696;"Bom";11424
2022;57138;"Ruim";33896
2005;194321;"Bom";20935
2011;236845;"Regular";11504
2011;178721;"Bom";22338
2017;202948;"Excelente";25901
2023;31008;"Bom";52406
2011;15733;"Regular";34154
2012;87447;"Excelente";37515
2013;229837;"Bom";14195
2017;28737;"Excelente";53344
2018;183115;"Excelente";35534
2019;45687;"Excelente";54783
2017;20273;"Bom";41445
2005;41461;"Bom";29571
2021;222729;"Regular";22612
2013;204663;"Bom";18082
2022;182370;"Regular";22880
2024;19025;"Excelente";64070
2008;219521;"Ruim";10000
2015;153365;"Regular";34278
2023;37274;"Excelente";68616
2019;89479;"Regular";33017
2022;144085;"Bom";23095
2023;154221;"Bom";32320
2008;150146;"Ruim";19366
2022;31622;"Regular";36621
2016;211422;"Regular";10000
2007;194740;"Excelente";20367
2011;206755;"Bom";12893
2013;155383;"Bom";20406
2009;162124;"Regular";21088
2013;188800;"Bom";22547
2018;161891;"Bom";30111
2012;58687;"Excelente";56001
2024;97455;"Bom";48897
2011;43287;"Bom";41770
2019;225502;"Bom";23724
2009;17461;"Bom";38993
2022;176131;"Bom";22783
2019;72411;"Bom";28836
2008;249140;"Excelente";10000
2021;55127;"Regular";41212
2022;166690;"Bom";28393
2008;137887;"Regular";22775
2008;118573;"Excelente";39384
2016;106416;"Excelente";37950
2007;167983;"Ruim";14027
2005;173757;"Bom";24086
2015;14916;"Bom";48055
2021;183274;"Excelente";34966
2016;201652;"Bom";17665
2021;128228;"Excelente";28224
2010;141919;"Excelente";18831
2013;193097;"Excelente";21128
2012;9044;"Bom";57000
2015;226991;"Excelente";16297
2012;90564;"Ruim";25804
2007;184159;"Excelente";22943
2021;163102;"Bom";21598
2022;210799;"Bom";23509
2016;192882;"Excelente";18300
2018;232834;"Regular";11933
2019;197366;"Excelente";21779
2010;160056;"Regular";22308
2006;22886;"Bom";29473
2011;123180;"Excelente";43727
2024;99194;"Bom";39845
2013;176774;"Bom";16973
2006;219693;"Regular";15721
2006;171798;"Excelente";26606
2009;42718;"Bom";38610
2017;139881;"Excelente";33452
2022;186905;"Bom";34916
2022;71830;"Bom";44229
2023;86960;"Bom";45284
2009;182548;"Regular";18409
2008;95306;"Bom";32409
2016;54872;"Regular";45884
2017;187055;"Excelente";20850
2019;72588;"Excelente";44596
2010;164843;"Excelente";22368
2011;101499;"Bom";27926
2010;70592;"Bom";39342
2011;62083;"Excelente";47589
2017;173896;"Bom";28288
2019;102932;"Bom";39387
2017;225654;"Excelente";17341
2018;247799;"Excelente";14333
2012;151616;"Bom";28960
2007;208248;"Bom";12591
2013;249037;"Excelente";15163
2020;59632;"Ruim";19727
2013;211244;"Excelente";13981
2007;248873;"Regular";10000
2010;161301;"Excelente";27517
2013;71244;"Regular";33042
2021;18275;"Excelente";51974
2007;148877;"Excelente";31556
2017;66983;"Bom";47158
2007;224511;"Excelente";15226
2020;182452;"Bom";22741
2014;220086;"Regular";14468
2010;110186;"Bom";29331
2018;213578;"Bom";20039
2016;148543;"Bom";22643
2020;53417;"Bom";35533
2008;105725;"Excelente";32960
2018;26812;"Excelente";55896
2017;33990;"Regular";57696
2013;230615;"Regular";16924
2019;221242;"Bom";17098
2009;122038;"Regular";25477
2013;170962;"Excelente";18406
2008;152125;"Bom";32685
2021;45763;"Regular";34213
2023;170711;"Bom";24924
2022;138937;"Regular";38856
2018;14825;"Bom";35622
2020;16748;"Excelente";49952
2009;115490;"Excelente";33061
2021;144069;"Excelente";38854
2019;204531;"Regular";13816
2014;182395;"Regular";17541
2015;177406;"Excelente";28287
2015;175224;"Excelente";20365
2022;224247;"Ruim";15714
2011;71660;"Ruim";22778
2023;85941;"Excelente";50381
2015;21896;"Ruim";25581
2015;120069;"Regular";27428
2008;240673;"Excelente";15585
2018;131296;"Ruim";25855
2021;82250;"Bom";30531
2021;102589;"Bom";39128
2023;227479;"Regular";15848
2018;83679;"Bom";41436
2011;178219;"Bom";28474
2015;46282;"Ruim";29819
2017;226239;"Bom";17104
2015;103111;"Bom";27220
2019;216699;"Bom";24135
2009;27656;"Excelente";39872
2023;57702;"Ruim";29531
2016;22208;"Regular";36092
2020;102271;"Ruim";32880
2016;77328;"Bom";36834
2013;45509;"Bom";43032
2018;28028;"Excelente";59486
2023;31565;"Bom";53240
2017;247303;"Bom";16960
2018;80268;"Excelente";47024
2006;160760;"Bom";21494
2012;48625;"Regular";25181
2014;205151;"Excelente";19994
2017;208750;"Excelente";16636
2015;79284;"Excelente";39449
2012;176569;"Regular";13907
2007;21306;"Bom";29649
2012;204510;"Excelente";26963
2005;82496;"Excelente";41652
2017;195335;"Excelente";18237
2022;220825;"Bom";18785
2017;138332;"Regular";31452
2006;215479;"Bom";10451
2024;76229;"Regular";32110
2014;54755;"Bom";30874
2013;29976;"Regular";36476
2023;11063;"Ruim";29288
2024;71128;"Excelente";58702
2019;93630;"Bom";30209
2015;153850;"Bom";24186
2021;98977;"Excelente";32987
2023;59843;"Regular";50949
2021;200387;"Ruim";10000
2022;63543;"Regular";47094
2009;70331;"Bom";23981
2009;55760;"Bom";49486
2012;19405;"Excelente";46847
2010;83074;"Excelente";49401
2019;189128;"Regular";20971
2020;197190;"Excelente";28474
2016;60563;"Bom";33539
2009;51556;"Excelente";49524
2015;157966;"Bom";17926
2012;48268;"Excelente";48559
2007;109315;"Bom";25729
2015;128687;"Excelente";25671
2014;85442;"Regular";31280
2010;206303;"Bom";17433
2005;157091;"Bom";19026
2021;79407;"Regular";30861
2018;174307;"Ruim";17501
2013;183109;"Bom";28129
2019;47956;"Bom";35607
2008;232633;"Excelente";15306
2016;99147;"Regular";26180
2017;57741;"Bom";35186
2012;215742;"Bom";15721
2015;147488;"Bom";35313
2015;101604;"Bom";40026
2018;173561;"Excelente";40222
2020;21381;"Regular";32358
2013;111844;"Bom";42829
2009;34169;"Bom";42217
2007;73943;"Bom";37970
2020;194641;"Regular";23128
2021;47649;"Bom";39844
2008;84540;"Ruim";27098
2018;214304;"Excelente";27127
2015;145970;"Excelente";32303
2016;200940;"Excelente";23055
2018;233638;"Excelente";18274
2014;226847;"Excelente";14776
2008;219806;"Bom";18732
2005;193246;"Excelente";22861
2010;139623;"Bom";33402
2022;224635;"Bom";21223
2020;99716;"Bom";24225
2011;61102;"Excelente";35053
2022;157620;"Regular";21136
2011;227857;"Ruim";10000
2009;72102;"Excelente";33134
2023;107022;"Regular";33922
2006;144333;"Bom";29080
2021;111901;"Bom";31013
2021;213474;"Excelente";23006
2005;165256;"Bom";11962
2013;70327;"Regular";36905
2005;27998;"Regular";30224
2014;208361;"Bom";18109
2017;61393;"Bom";32476
2006;203772;"Ruim";10000
2022;206424;"Ruim";12561
2024;192129;"Bom";22774
2021;12125;"Bom";55099
2013;187005;"Excelente";19398
2011;86248;"Bom";40490
2008;84106;"Excelente";35826
2017;172650;"Bom";20572
2024;206378;"Bom";29826
2006;32325;"Bom";23376
2017;175304;"Bom";31859
2010;92228;"Excelente";41872
2011;6461;"Bom";30687
2014;226626;"Excelente";14199
2013;159152;"Excelente";27225
2010;12718;"Bom";34350
2013;177474;"Bom";25878
2021;98551;"Ruim";19656
2016;158473;"Regular";18206
2019;151581;"Ruim";18697
2008;120789;"Bom";26290
2013;203828;"Bom";18930
2009;183514;"Bom";16673
2012;195378;"Excelente";18851
2016;76864;"Excelente";47396
2018;139875;"Regular";23139
2012;226713;"Bom";13017
2005;104140;"Bom";27243
2024;169479;"Bom";31272
2018;214819;"Regular";10748
2017;83798;"Regular";32312
2012;110525;"Bom";32028
2011;202249;"Bom";10472
2019;230360;"Bom";13449
2022;227442;"Regular";22622
2005;242970;"Excelente";10000
2021;58084;"Bom";44518
2022;83008;"Regular";22247
2019;50000;"Bom";36955
2020;84126;"Ruim";18115
2007;57723;"Regular";28463
2010;127162;"Regular";23982
2010;11986;"Regular";35739
2005;6049;"Ruim";34507
2006;104915;"Bom";26983
2010;137733;"Bom";34443
2015;17231;"Bom";67893
2019;62751;"Ruim";22949
2017;222229;"Bom";14362
2024;115020;"Regular";31252
2014;168374;"Bom";26111
2013;183371;"Bom";18155
2019;94207;"Bom";29962
2022;184164;"Regular";27036
2010;43805;"Bom";44299
2024;69203;"Excelente";38106
2007;189022;"Bom";15649
2012;219842;"Excelente";20776
2009;174290;"Bom";17987
2021;211070;"Regular";13927
2008;101828;"Bom";30561
2007;198085;"Bom";16424
2017;235572;"Excelente";13342
2022;242248;"Regular";10000
2008;14389;"Regular";21989
2010;116171;"Bom";32966
2021;125793;"Excelente";26253
2018;179700;"Regular";19040
2022;147442;"Excelente";35002
2019;187154;"Ruim";20497
2010;183314;"Excelente";26295
2006;95763;"Excelente";28532
2009;41159;"Excelente";45486
2013;177168;"Excelente";22648
2016;207057;"Regular";10824
2020;124666;"Bom";35191
2006;85415;"Excelente";46191
2021;173301;"Regular";20880
2015;196038;"Excelente";26975
2018;92756;"Bom";30152
2005;82082;"Excelente";33930
2015;76312;"Excelente";38364
2010;38377;"Regular";32336
2019;234718;"Excelente";16541
2014;30139;"Bom";43918
2016;37330;"Regular";28631
2007;220185;"Ruim";14240
2007;73217;"Bom";21036
2008;130650;"Bom";25231
2005;40653;"Excelente";55269
2021;29825;"Bom";35273
2011;50737;"Bom";45760
2014;114985;"Excelente";34990
2019;58713;"Excelente";56959
2023;58641;"Excelente";42865
2016;100091;"Bom";18785
2007;26655;"Excelente";39389
2016;57046;"Bom";45465
2017;156105;"Bom";25136
2021;107191;"Excelente";36583
2013;71137;"Regular";17023
2016;201943;"Regular";13024
2009;53174;"Excelente";31721
2022;122060;"Regular";21365
2021;221585;"Bom";17099
2011;195016;"Bom";22158
2022;145504;"Regular";25521
2019;103176;"Bom";48383
2021;165885;"Ruim";13025
2012;7698;"Excelente";48632
2006;235841;"Excelente";10000
2007;46856;"Regular";20986
2022;148171;"Bom";37854
2005;45851;"Excelente";58028
2013;21328;"Excelente";44298
2019;9599;"Regular";45031
2010;169393;"Ruim";11059
2021;189504;"Excelente";25368
2024;234240;"Regular";14949
2016;180058;"Bom";21142
2015;79065;"Excelente";44074
2017;249799;"Excelente";10000
2008;248662;"Ruim";10000
2017;19713;"Bom";39672
2014;151061;"Excelente";25605
2021;235981;"Bom";21327
2014;151791;"Bom";27645
2015;210728;"Excelente";10812
2017;167762;"Bom";19274
2005;176410;"Regular";21560
2011;215927;"Excelente";18450
2007;51052;"Bom";35268
2021;43425;"Excelente";54226
2008;74100;"Regular";21997
2005;231107;"Ruim";10000
2017;84522;"Excelente";61254
2021;234935;"Excelente";20131
2006;11039;"Excelente";49296
2022;231942;"Regular";11753
2009;187051;"Ruim";10000
2011;162940;"Regular";19997
2012;45535;"Excelente";34724
2012;6374;"Excelente";54594
2022;58315;"Bom";46324
2021;127298;"Excelente";33696
2023;224346;"Regular";11234
2022;183895;"Excelente";41454
2005;37700;"Excelente";42403
2005;198151;"Excelente";16019
2024;226785;"Ruim";10000
2008;153538;"Excelente";33367
2022;225177;"Excelente";23201
2017;230879;"Regular";15135
2012;229761;"Bom";10237
2010;200870;"Ruim";14813
2017;196989;"Bom";15890
2023;127579;"Bom";25058
2020;112281;"Ruim";28027
2022;71131;"Regular";38866
2022;195809;"Excelente";30509
2010;51001;"Bom";52440
2013;188456;"Bom";23485
2016;230432;"Bom";18265
2022;39844;"Ruim";40125
2019;154711;"Bom";36876
2015;64248;"Bom";41514
2016;228558;"Bom";10438
2018;146401;"Excelente";33578
2018;11410;"Bom";39847
2009;93239;"Excelente";31378
2021;66693;"Bom";31673
2016;171442;"Excelente";23552
2019;9807;"Regular";45034
2006;113348;"Bom";24999
2008;180115;"Excelente";19926
2022;46151;"Excelente";44188
2009;198035;"Excelente";29986
2023;236151;"Regular";10000
2005;56245;"Excelente";43587
2019;230455;"Bom";10853
2006;209086;"Excelente";27732
2005;58492;"Excelente";47807
2005;220956;"Ruim";10798
2023;55264;"Regular";43571
2013;221956;"Bom";10000
2011;164515;"Excelente";22366
2009;55531;"Regular";33095
2021;106949;"Bom";36703
2011;100107;"Bom";23488
2010;7437;"Bom";45002
2023;223259;"Ruim";14827
2013;179997;"Ruim";16871
2010;131425;"Ruim";16210
2020;50396;"Excelente";50733
2021;237822;"Excelente";28138
2022;109076;"Excelente";54937
2009;223159;"Bom";10925
2013;66439;"Bom";30432
2017;215306;"Regular";15277
2010;162563;"Bom";25030
2018;41631;"Excelente";52833
2016;29624;"Regular";31089
2023;198019;"Bom";15760
2016;171751;"Regular";14437
2023;136500;"Bom";22821
2007;9612;"Bom";36388
2018;229730;"Ruim";14513
2009;120359;"Excelente";44173
2018;47995;"Bom";41630
2009;198901;"Excelente";21469
2008;134240;"Excelente";29448
2007;19658;"Ruim";21161
2010;162913;"Excelente";31031
2015;194851;"Excelente";24484
2022;173646;"Bom";23488
2015;166434;"Excelente";33606
2017;94407;"Excelente";36595
2013;18632;"Ruim";36671
2011;243857;"Regular";15098
2017;14484;"Bom";45837
2008;171933;"Regular";26198
2006;34188;"Regular";27695
2011;36692;"Bom";32126
2011;166691;"Ruim";18755
2023;6875;"Ruim";23516
2011;137369;"Excelente";33027
2012;137258;"Excelente";33236
2006;124645;"Excelente";45747
2016;197778;"Ruim";13839
2014;176708;"Bom";21497
2023;190423;"Bom";31684
2018;79453;"Excelente";27350
2013;130052;"Bom";33288
2013;27263;"Excelente";40138
2018;91514;"Ruim";20776
2014;198620;"Excelente";17242
2020;96485;"Ruim";26381
2020;109781;"Bom";50848
2008;197959;"Regular";10000
2008;181762;"Bom";27080
2011;94866;"Bom";29385
2022;13990;"Ruim";43865
2023;236184;"Regular";20598
2013;205274;"Bom";20929
2007;78019;"Excelente";39729
2019;169496;"Excelente";33344
2019;243654;"Excelente";12355
2017;161369;"Bom";30349
2018;162485;"Bom";24105
2024;51100;"Bom";48218
2022;134508;"Bom";31992
2005;22550;"Regular";21959
2020;24821;"Excelente";68282
2006;155131;"Regular";13568
2023;217582;"Ruim";11306
2008;236062;"Regular";14776
2006;115971;"Bom";20835
2015;70383;"Regular";31359
2024;62884;"Regular";47123
2007;9703;"Regular";36524
2009;38000;"Regular";32227
2005;190833;"Regular";11094
2023;126728;"Bom";51029
2011;238004;"Regular";10000
2014;83894;"Bom";35472
2006;209818;"Bom";17007
2005;209793;"Excelente";19484
2005;84482;"Bom";33454
2009;164108;"Bom";25901
2009;125920;"Regular";25828
2013;42521;"Ruim";30743
2022;196190;"Excelente";27542
2012;82831;"Bom";31769
2005;235328;"Bom";13152
2009;123806;"Regular";22809
2009;182932;"Excelente";12927
2022;154331;"Excelente";25237
2005;152020;"Excelente";24422
2013;68148;"Bom";38010
2021;249025;"Excelente";13999
2023;224536;"Ruim";19745
2013;219987;"Ruim";10483
2013;81060;"Excelente";30096
2018;78755;"Excelente";53185
2005;114251;"Bom";13730
2012;166418;"Bom";21569
2021;158574;"Ruim";17041
2009;161547;"Regular";18368
2017;146329;"Excelente";37860
2023;192978;"Bom";19434
2006;59038;"Excelente";29403
2010;153515;"Bom";24517
2019;132719;"Bom";38169
2013;29855;"Bom";51906
2022;212492;"Excelente";17081
2018;22433;"Excelente";44683
2023;25676;"Excelente";60690
2005;42540;"Bom";36058
2015;62322;"Excelente";29850
2011;228920;"Bom";15144
2013;229209;"Ruim";12439
2011;102227;"Excelente";35068
2015;240786;"Ruim";11301
2020;138592;"Bom";34336
2009;171671;"Ruim";23784
2009;191749;"Ruim";14281
2017;6100;"Regular";47614
2022;131583;"Regular";24764
2019;182329;"Bom";16670
2006;140856;"Bom";29788
2020;120377;"Excelente";33723
2023;11632;"Bom";75118
2014;198804;"Regular";23780
2008;196978;"Excelente";23751
2014;104128;"Ruim";19211
2011;170018;"Excelente";27269
2020;34306;"Bom";49521
2020;174257;"Regular";20795
2016;83657;"Bom";45579
2021;74031;"Bom";34650
2021;106675;"Bom";27526
2008;10999;"Bom";32808
2017;58859;"Excelente";59225
2019;201523;"Bom";28042
2012;201594;"Bom";17515
2023;6513;"Bom";53006
2021;125453;"Excelente";32738
2012;47329;"Excelente";63805
2018;135700;"Excelente";36263
2023;181013;"Ruim";15584
2024;61829;"Excelente";60573
2008;49082;"Bom";26353
2017;187059;"Excelente";22277
2007;43392;"Excelente";43236
2022;116709;"Regular";33047
2008;93630;"Bom";49121
2014;210897;"Bom";15407
2010;176822;"Regular";19610
2007;88186;"Bom";29892
2006;203243;"Excelente";24734
2006;91512;"Regular";24979
2018;218353;"Excelente";12463
2012;115001;"Excelente";36300
2016;158787;"Bom";25835
2016;36460;"Bom";43013
2014;90609;"Bom";31240
2022;230753;"Bom";10823
2019;181120;"Ruim";17894
2020;239120;"Bom";12542
2014;242408;"Regular";11773
2021;75638;"Bom";28923
2011;167513;"Bom";29801
2016;161332;"Bom";26241
2022;202451;"Bom";20817
2023;149305;"Ruim";20456
2007;129726;"Ruim";15957
2011;112690;"Regular";28848
2019;217230;"Regular";14778
2022;159957;"Bom";32603
2021;238124;"Bom";12283
2023;158099;"Excelente";27273
2016;108894;"Bom";21128
2006;81147;"Bom";47238
2013;77890;"Bom";40415
2013;112253;"Bom";30482
2018;159313;"Excelente";28030
2012;179996;"Bom";28938
2012;188846;"Excelente";23505
2014;172449;"Bom";21388
2007;229573;"Bom";11568
2020;46277;"Bom";46727
2024;11343;"Excelente";71315
2011;233357;"Bom";16066
2005;190867;"Bom";16330
2017;138182;"Excelente";27608
2014;163223;"Excelente";24742
2023;211508;"Excelente";25688
2018;237401;"Regular";12248
2006;69156;"Excelente";37415
2009;208506;"Regular";13243
2006;85904;"Excelente";35101
2021;173297;"Regular";19686
2017;143306;"Regular";17776
2006;11595;"Excelente";34594
2015;160739;"Excelente";29479
2017;172185;"Regular";17014
2013;174184;"Regular";25870
2024;107753;"Bom";36154
2012;177790;"Excelente";33002
2023;118205;"Excelente";29448
2020;53053;"Regular";42679
2024;91672;"Ruim";27421
2024;199030;"Excelente";21163
2017;153253;"Excelente";34888
2022;104605;"Bom";34721
2006;88584;"Bom";26087
2008;159360;"Bom";16557
2020;19304;"Bom";50415
2008;11095;"Bom";62308
